drug,pathway,Rxn_per_pathway
Ginsenoside Re_removed_unused_genes,"Chondroitin sulfate degradation",0
Ginsenoside Re_removed_unused_genes,"Chondroitin synthesis",0.444444444444444
Ginsenoside Re_removed_unused_genes,"Citric acid cycle",0.7
Ginsenoside Re_removed_unused_genes,"CoA catabolism",0
Ginsenoside Re_removed_unused_genes,"CoA synthesis",0.0714285714285714
Ginsenoside Re_removed_unused_genes,"Cytochrome metabolism",0
Ginsenoside Re_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Ginsenoside Re_removed_unused_genes,"Dietary fiber binding",0
Ginsenoside Re_removed_unused_genes,"Drug metabolism",0.075043630017452
Ginsenoside Re_removed_unused_genes,"Eicosanoid metabolism",0.10752688172043
Ginsenoside Re_removed_unused_genes,"Exchange/demand reaction",0.0621152770005596
Ginsenoside Re_removed_unused_genes,"Fatty acid oxidation",0.337148803329865
Ginsenoside Re_removed_unused_genes,"Fatty acid synthesis",0.836820083682008
Ginsenoside Re_removed_unused_genes,"Folate metabolism",0.542372881355932
Ginsenoside Re_removed_unused_genes,"Fructose and mannose metabolism",0.260869565217391
Ginsenoside Re_removed_unused_genes,"Galactose metabolism",0.142857142857143
Ginsenoside Re_removed_unused_genes,"Glutamate metabolism",0.375
Ginsenoside Re_removed_unused_genes,"Glutathione metabolism",0.5625
Ginsenoside Re_removed_unused_genes,"Glycerophospholipid metabolism",0.2
Ginsenoside Re_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.276595744680851
Ginsenoside Re_removed_unused_genes,"Glycolysis/gluconeogenesis",0.476190476190476
Ginsenoside Re_removed_unused_genes,"Glycosphingolipid metabolism",0.197183098591549
Ginsenoside Re_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Ginsenoside Re_removed_unused_genes,"Heme degradation",0.75
Ginsenoside Re_removed_unused_genes,"Heme synthesis",0.473684210526316
Ginsenoside Re_removed_unused_genes,"Heparan sulfate degradation",0
Ginsenoside Re_removed_unused_genes,"Hippurate metabolism",0
Ginsenoside Re_removed_unused_genes,"Histidine metabolism",0.571428571428571
Ginsenoside Re_removed_unused_genes,"Hyaluronan metabolism",0
Ginsenoside Re_removed_unused_genes,"Inositol phosphate metabolism",0.338461538461538
Ginsenoside Re_removed_unused_genes,"Keratan sulfate degradation",0.0394736842105263
Ginsenoside Re_removed_unused_genes,"Keratan sulfate synthesis",0
Ginsenoside Re_removed_unused_genes,"Leukotriene metabolism",0.125
Ginsenoside Re_removed_unused_genes,"Limonene and pinene degradation",0
Ginsenoside Re_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Ginsenoside Re_removed_unused_genes,"Lipoate metabolism",0
Ginsenoside Re_removed_unused_genes,"Lysine metabolism",0.32258064516129
Ginsenoside Re_removed_unused_genes,"Methionine and cysteine metabolism",0.369565217391304
Ginsenoside Re_removed_unused_genes,"Miscellaneous",0.302631578947368
Ginsenoside Re_removed_unused_genes,"N-glycan degradation",0
Ginsenoside Re_removed_unused_genes,"N-glycan metabolism",0.333333333333333
Ginsenoside Re_removed_unused_genes,"N-glycan synthesis",0.222222222222222
Ginsenoside Re_removed_unused_genes,"NAD metabolism",0.222222222222222
Ginsenoside Re_removed_unused_genes,"Nucleotide interconversion",0.536585365853659
Ginsenoside Re_removed_unused_genes,"Nucleotide metabolism",0
Ginsenoside Re_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Ginsenoside Re_removed_unused_genes,"Nucleotide sugar metabolism",0
Ginsenoside Re_removed_unused_genes,"O-glycan metabolism",0.166666666666667
Ginsenoside Re_removed_unused_genes,"Oxidative phosphorylation",0.8
Ginsenoside Re_removed_unused_genes,"Pentose phosphate pathway",0.24390243902439
Ginsenoside Re_removed_unused_genes,"Peptide metabolism",0
Ginsenoside Re_removed_unused_genes,"Phenylalanine metabolism",0.25
Ginsenoside Re_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.025
Ginsenoside Re_removed_unused_genes,"Propanoate metabolism",0.8
Ginsenoside Re_removed_unused_genes,"Protein formation",0
Ginsenoside Re_removed_unused_genes,"Purine catabolism",0.205882352941176
Ginsenoside Re_removed_unused_genes,"Purine synthesis",0.733333333333333
Ginsenoside Re_removed_unused_genes,"Pyrimidine catabolism",0.235294117647059
Ginsenoside Re_removed_unused_genes,"Pyrimidine synthesis",0.380952380952381
Ginsenoside Re_removed_unused_genes,"Pyruvate metabolism",0.40625
Ginsenoside Re_removed_unused_genes,"R group synthesis",0.166666666666667
Ginsenoside Re_removed_unused_genes,"ROS detoxification",0.857142857142857
Ginsenoside Re_removed_unused_genes,"Sphingolipid metabolism",0.285714285714286
Ginsenoside Re_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Ginsenoside Re_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Ginsenoside Re_removed_unused_genes,"Steroid metabolism",0.233333333333333
Ginsenoside Re_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Ginsenoside Re_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Ginsenoside Re_removed_unused_genes,"Thiamine metabolism",0
Ginsenoside Re_removed_unused_genes,"Transport, endoplasmic reticular",0.213270142180095
Ginsenoside Re_removed_unused_genes,"Transport, extracellular",0.0452488687782805
Ginsenoside Re_removed_unused_genes,"Transport, golgi apparatus",0.23469387755102
Ginsenoside Re_removed_unused_genes,"Transport, lysosomal",0.266666666666667
Ginsenoside Re_removed_unused_genes,"Transport, mitochondrial",0.23841059602649
Ginsenoside Re_removed_unused_genes,"Transport, nuclear",0.253521126760563
Ginsenoside Re_removed_unused_genes,"Transport, peroxisomal",0.188311688311688
Ginsenoside Re_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Ginsenoside Re_removed_unused_genes,"Tryptophan metabolism",0.333333333333333
Ginsenoside Re_removed_unused_genes,"Tyrosine metabolism",0.301075268817204
Ginsenoside Re_removed_unused_genes,"Ubiquinone synthesis",0
Ginsenoside Re_removed_unused_genes,"Urea cycle",0.225
Ginsenoside Re_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Ginsenoside Re_removed_unused_genes,"Vitamin A metabolism",0
Ginsenoside Re_removed_unused_genes,"Vitamin B12 metabolism",0
Ginsenoside Re_removed_unused_genes,"Vitamin B2 metabolism",0.333333333333333
Ginsenoside Re_removed_unused_genes,"Vitamin B6 metabolism",0
Ginsenoside Re_removed_unused_genes,"Vitamin C metabolism",0.3
Ginsenoside Re_removed_unused_genes,"Vitamin D metabolism",0
Ginsenoside Re_removed_unused_genes,"Vitamin E metabolism",0.4
Ginsenoside Re_removed_unused_genes,"Xenobiotics metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Ginsenoside Rg1_removed_unused_genes,"Alkaloid synthesis",0
Ginsenoside Rg1_removed_unused_genes,"Aminosugar metabolism",0.46875
Ginsenoside Rg1_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.153846153846154
Ginsenoside Rg1_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Ginsenoside Rg1_removed_unused_genes,"Arginine and proline metabolism",0.275
Ginsenoside Rg1_removed_unused_genes,"Beta-Alanine metabolism",0.4
Ginsenoside Rg1_removed_unused_genes,"Bile acid synthesis",0.178378378378378
Ginsenoside Rg1_removed_unused_genes,"Biotin metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Blood group synthesis",0
Ginsenoside Rg1_removed_unused_genes,"Butanoate metabolism",0
Ginsenoside Rg1_removed_unused_genes,"C5-branched dibasic acid metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Cholesterol metabolism",0.396694214876033
Ginsenoside Rg1_removed_unused_genes,"Chondroitin sulfate degradation",0.568181818181818
Ginsenoside Rg1_removed_unused_genes,"Chondroitin synthesis",0.8
Ginsenoside Rg1_removed_unused_genes,"Citric acid cycle",0.7
Ginsenoside Rg1_removed_unused_genes,"CoA catabolism",0
Ginsenoside Rg1_removed_unused_genes,"CoA synthesis",0.0714285714285714
Ginsenoside Rg1_removed_unused_genes,"Cytochrome metabolism",0
Ginsenoside Rg1_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Ginsenoside Rg1_removed_unused_genes,"Dietary fiber binding",0
Ginsenoside Rg1_removed_unused_genes,"Drug metabolism",0.075043630017452
Ginsenoside Rg1_removed_unused_genes,"Eicosanoid metabolism",0.10752688172043
Ginsenoside Rg1_removed_unused_genes,"Exchange/demand reaction",0.0615556799104645
Ginsenoside Rg1_removed_unused_genes,"Fatty acid oxidation",0.344432882414152
Ginsenoside Rg1_removed_unused_genes,"Fatty acid synthesis",0.841004184100418
Ginsenoside Rg1_removed_unused_genes,"Folate metabolism",0.542372881355932
Ginsenoside Rg1_removed_unused_genes,"Fructose and mannose metabolism",0.521739130434783
Ginsenoside Rg1_removed_unused_genes,"Galactose metabolism",0.142857142857143
Ginsenoside Rg1_removed_unused_genes,"Glutamate metabolism",0.375
Ginsenoside Rg1_removed_unused_genes,"Glutathione metabolism",0.5625
Ginsenoside Rg1_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Ginsenoside Rg1_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.276595744680851
Ginsenoside Rg1_removed_unused_genes,"Glycolysis/gluconeogenesis",0.5
Ginsenoside Rg1_removed_unused_genes,"Glycosphingolipid metabolism",0.267605633802817
Ginsenoside Rg1_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.571428571428571
Ginsenoside Rg1_removed_unused_genes,"Heme degradation",0.75
Ginsenoside Rg1_removed_unused_genes,"Heme synthesis",0.473684210526316
Ginsenoside Rg1_removed_unused_genes,"Heparan sulfate degradation",0
Ginsenoside Rg1_removed_unused_genes,"Hippurate metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Histidine metabolism",0.285714285714286
Ginsenoside Rg1_removed_unused_genes,"Hyaluronan metabolism",1
Ginsenoside Rg1_removed_unused_genes,"Inositol phosphate metabolism",0.261538461538462
Ginsenoside Rg1_removed_unused_genes,"Keratan sulfate degradation",0
Ginsenoside Rg1_removed_unused_genes,"Keratan sulfate synthesis",0
Ginsenoside Rg1_removed_unused_genes,"Leukotriene metabolism",0.125
Ginsenoside Rg1_removed_unused_genes,"Limonene and pinene degradation",0
Ginsenoside Rg1_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Ginsenoside Rg1_removed_unused_genes,"Lipoate metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Lysine metabolism",0.32258064516129
Ginsenoside Rg1_removed_unused_genes,"Methionine and cysteine metabolism",0.369565217391304
Ginsenoside Rg1_removed_unused_genes,"Miscellaneous",0.282894736842105
Ginsenoside Rg1_removed_unused_genes,"N-glycan degradation",0
Ginsenoside Rg1_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Ginsenoside Rg1_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Ginsenoside Rg1_removed_unused_genes,"NAD metabolism",0.222222222222222
Ginsenoside Rg1_removed_unused_genes,"Nucleotide interconversion",0.49390243902439
Ginsenoside Rg1_removed_unused_genes,"Nucleotide metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Ginsenoside Rg1_removed_unused_genes,"Nucleotide sugar metabolism",0
Ginsenoside Rg1_removed_unused_genes,"O-glycan metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Oxidative phosphorylation",0.7
Ginsenoside Rg1_removed_unused_genes,"Pentose phosphate pathway",0.219512195121951
Ginsenoside Rg1_removed_unused_genes,"Peptide metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Phenylalanine metabolism",0.222222222222222
Ginsenoside Rg1_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Ginsenoside Rg1_removed_unused_genes,"Propanoate metabolism",0.8
Ginsenoside Rg1_removed_unused_genes,"Protein formation",0
Ginsenoside Rg1_removed_unused_genes,"Purine catabolism",0.294117647058824
Ginsenoside Rg1_removed_unused_genes,"Purine synthesis",0.733333333333333
Ginsenoside Rg1_removed_unused_genes,"Pyrimidine catabolism",0.235294117647059
Ginsenoside Rg1_removed_unused_genes,"Pyrimidine synthesis",0.333333333333333
Ginsenoside Rg1_removed_unused_genes,"Pyruvate metabolism",0.375
Ginsenoside Rg1_removed_unused_genes,"R group synthesis",0.166666666666667
Ginsenoside Rg1_removed_unused_genes,"ROS detoxification",0.857142857142857
Ginsenoside Rg1_removed_unused_genes,"Sphingolipid metabolism",0.180451127819549
Ginsenoside Rg1_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Ginsenoside Rg1_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Ginsenoside Rg1_removed_unused_genes,"Steroid metabolism",0.0666666666666667
Ginsenoside Rg1_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Ginsenoside Rg1_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Ginsenoside Rg1_removed_unused_genes,"Thiamine metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Transport, endoplasmic reticular",0.260663507109005
Ginsenoside Rg1_removed_unused_genes,"Transport, extracellular",0.0475113122171946
Ginsenoside Rg1_removed_unused_genes,"Transport, golgi apparatus",0.153061224489796
Ginsenoside Rg1_removed_unused_genes,"Transport, lysosomal",0.342857142857143
Ginsenoside Rg1_removed_unused_genes,"Transport, mitochondrial",0.229580573951435
Ginsenoside Rg1_removed_unused_genes,"Transport, nuclear",0.23943661971831
Ginsenoside Rg1_removed_unused_genes,"Transport, peroxisomal",0.201298701298701
Ginsenoside Rg1_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Ginsenoside Rg1_removed_unused_genes,"Tryptophan metabolism",0.333333333333333
Ginsenoside Rg1_removed_unused_genes,"Tyrosine metabolism",0.301075268817204
Ginsenoside Rg1_removed_unused_genes,"Ubiquinone synthesis",0
Ginsenoside Rg1_removed_unused_genes,"Urea cycle",0.225
Ginsenoside Rg1_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Ginsenoside Rg1_removed_unused_genes,"Vitamin A metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Vitamin B12 metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Ginsenoside Rg1_removed_unused_genes,"Vitamin B6 metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Vitamin C metabolism",0.2
Ginsenoside Rg1_removed_unused_genes,"Vitamin D metabolism",0
Ginsenoside Rg1_removed_unused_genes,"Vitamin E metabolism",0.4
Ginsenoside Rg1_removed_unused_genes,"Xenobiotics metabolism",0
Glycyrrhizic acid_removed_unused_genes,"Alanine and aspartate metabolism",0.461538461538462
Glycyrrhizic acid_removed_unused_genes,"Alkaloid synthesis",0
Glycyrrhizic acid_removed_unused_genes,"Aminosugar metabolism",0.4375
Glycyrrhizic acid_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.5
Glycyrrhizic acid_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Glycyrrhizic acid_removed_unused_genes,"Arginine and proline metabolism",0.275
Glycyrrhizic acid_removed_unused_genes,"Beta-Alanine metabolism",0.4
Glycyrrhizic acid_removed_unused_genes,"Bile acid synthesis",0.2
Glycyrrhizic acid_removed_unused_genes,"Biotin metabolism",0
Glycyrrhizic acid_removed_unused_genes,"Blood group synthesis",0
Glycyrrhizic acid_removed_unused_genes,"Butanoate metabolism",0.333333333333333
Glycyrrhizic acid_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Glycyrrhizic acid_removed_unused_genes,"Cholesterol metabolism",0.690082644628099
Glycyrrhizic acid_removed_unused_genes,"Chondroitin sulfate degradation",0
Glycyrrhizic acid_removed_unused_genes,"Chondroitin synthesis",0
Glycyrrhizic acid_removed_unused_genes,"Citric acid cycle",0.6
Glycyrrhizic acid_removed_unused_genes,"CoA catabolism",0
Glycyrrhizic acid_removed_unused_genes,"CoA synthesis",0.0714285714285714
Glycyrrhizic acid_removed_unused_genes,"Cytochrome metabolism",0
Glycyrrhizic acid_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Glycyrrhizic acid_removed_unused_genes,"Dietary fiber binding",0
Glycyrrhizic acid_removed_unused_genes,"Drug metabolism",0.00174520069808028
Glycyrrhizic acid_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Glycyrrhizic acid_removed_unused_genes,"Exchange/demand reaction",0.0632344711807499
Glycyrrhizic acid_removed_unused_genes,"Fatty acid oxidation",0.401664932362123
Glycyrrhizic acid_removed_unused_genes,"Fatty acid synthesis",0.841004184100418
Glycyrrhizic acid_removed_unused_genes,"Folate metabolism",0.542372881355932
Glycyrrhizic acid_removed_unused_genes,"Fructose and mannose metabolism",0.347826086956522
Glycyrrhizic acid_removed_unused_genes,"Galactose metabolism",0.142857142857143
Glycyrrhizic acid_removed_unused_genes,"Glutamate metabolism",0.375
Glycyrrhizic acid_removed_unused_genes,"Glutathione metabolism",0.5625
Glycyrrhizic acid_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Glycyrrhizic acid_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.25531914893617
Glycyrrhizic acid_removed_unused_genes,"Glycolysis/gluconeogenesis",0.571428571428571
Glycyrrhizic acid_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Glycyrrhizic acid_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Glycyrrhizic acid_removed_unused_genes,"Heme degradation",0.5
Glycyrrhizic acid_removed_unused_genes,"Heme synthesis",0.473684210526316
Glycyrrhizic acid_removed_unused_genes,"Heparan sulfate degradation",0
Glycyrrhizic acid_removed_unused_genes,"Hippurate metabolism",0
Glycyrrhizic acid_removed_unused_genes,"Histidine metabolism",0.571428571428571
Glycyrrhizic acid_removed_unused_genes,"Hyaluronan metabolism",1
Glycyrrhizic acid_removed_unused_genes,"Inositol phosphate metabolism",0.323076923076923
Glycyrrhizic acid_removed_unused_genes,"Keratan sulfate degradation",0
Glycyrrhizic acid_removed_unused_genes,"Keratan sulfate synthesis",0
Glycyrrhizic acid_removed_unused_genes,"Leukotriene metabolism",0.125
Glycyrrhizic acid_removed_unused_genes,"Limonene and pinene degradation",0
Glycyrrhizic acid_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Glycyrrhizic acid_removed_unused_genes,"Lipoate metabolism",0
Glycyrrhizic acid_removed_unused_genes,"Lysine metabolism",0.451612903225806
Glycyrrhizic acid_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Glycyrrhizic acid_removed_unused_genes,"Miscellaneous",0.236842105263158
Glycyrrhizic acid_removed_unused_genes,"N-glycan degradation",0
